character	value_extended	raw_value	window_freq
缒	0.000000	0.000000	4
貙	0.000000	0.000000	9
湃	0.000000	0.000000	3
秸	0.000000	0.000000	1
蝹	0.000000	0.000000	1
缗	0.000000	0.000000	23
奎	0.000000	0.000000	1
赛	0.000000	0.000000	45
袯	0.000000	0.000000	1
隵	0.000000	0.000000	1
飁	0.000000	0.000000	1
喑	0.000000	0.000000	5
撶	0.000000	0.000000	1
蛉	0.000000	0.000000	2
绁	0.000000	0.000000	25
梏	0.000000	0.000000	7
揩	0.000000	0.000000	6
煦	0.000000	0.000000	42
壝	0.000000	0.000000	2
枷	0.000000	0.000000	4
孚	0.000000	0.000000	13
鶺	0.000000	0.000000	31
籝	0.000000	0.000000	11
狙	0.000000	0.000000	11
饲	0.000000	0.000000	15
彪	0.000000	0.000000	10
惝	0.000000	0.000000	6
券	0.000000	0.000000	7
儗	0.000000	0.000000	3
樧	0.000000	0.000000	1
卼	0.000000	0.000000	4
缃	0.000000	0.000000	23
匮	0.000000	0.000000	16
觱	0.000000	0.000000	13
媸	0.000000	0.000000	17
刲	0.000000	0.000000	2
狨	0.000000	0.000000	1
捕	0.000000	0.000000	40
艛	0.000000	0.000000	5
肿	0.000000	0.000000	17
皛	0.000000	0.000000	10
摽	0.000000	0.000000	9
铫	0.000000	0.000000	3
嶛	0.000000	0.000000	2
鄯	0.000000	0.000000	1
谭	0.000000	0.000000	45
缧	0.000000	0.000000	19
糗	0.000000	0.000000	3
撤	0.000000	0.000000	27
泞	0.000000	0.000000	14
诳	0.000000	0.000000	8
煅	0.000000	0.000000	1
螆	0.000000	0.000000	1
荏	0.000000	0.000000	23
芼	0.000000	0.000000	3
趫	0.000000	0.000000	15
尪	0.000000	0.000000	2
瘵	0.000000	0.000000	23
槌	0.000000	0.000000	23
沚	0.000000	0.000000	15
凑	0.000000	0.000000	17
埤	0.000000	0.000000	3
绀	0.000000	0.000000	29
祟	0.000000	0.000000	7
敏	0.000000	0.000000	15
朣	0.000000	0.000000	9
煨	0.000000	0.000000	6
瓅	0.000000	0.000000	2
嫣	0.000000	0.000000	15
肦	0.000000	0.000000	1
纚	0.000000	0.000000	4
簏	0.000000	0.000000	8
泸	0.000000	0.000000	31
誾	0.000000	0.000000	1
虢	0.000000	0.000000	20
撕	0.000000	0.000000	1
軏	0.000000	0.000000	2
嫱	0.000000	0.000000	4
爇	0.000000	0.000000	39
榖	0.000000	0.000000	1
唧	0.000000	0.000000	30
踣	0.000000	0.000000	12
禬	0.000000	0.000000	1
攃	0.000000	0.000000	1
薋	0.000000	0.000000	1
笥	0.000000	0.000000	45
猩	0.000000	0.000000	46
弩	0.000000	0.000000	35
蚡	0.000000	0.000000	1
狩	0.000000	0.000000	42
睦	0.000000	0.000000	18
诲	0.000000	0.000000	13
梃	0.000000	0.000000	2
鐶	0.000000	0.000000	1
楔	0.000000	0.000000	1
笡	0.000000	0.000000	1
蘖	0.000000	0.000000	19
涷	0.000000	0.000000	1
堵	0.000000	0.000000	42
趵	0.000000	0.000000	1
萃	0.000000	0.000000	22
豝	0.000000	0.000000	1
卺	0.000000	0.000000	2
蠃	0.000000	0.000000	1
睬	0.000000	0.000000	2
毐	0.000000	0.000000	1
裯	0.000000	0.000000	16
跑	0.000000	0.000000	8
樗	0.000000	0.000000	24
潢	0.000000	0.000000	27
鯈	0.000000	0.000000	1
褣	0.000000	0.000000	1
蘼	0.000000	0.000000	29
泅	0.000000	0.000000	1
酉	0.000000	0.000000	11
贰	0.000000	0.000000	27
谆	0.000000	0.000000	3
揎	0.000000	0.000000	4
搵	0.000000	0.000000	1
晁	0.000000	0.000000	8
需	0.000000	0.000000	8
擂	0.000000	0.000000	3
蠔	0.000000	0.000000	1
炮	0.000000	0.000000	14
崷	0.000000	0.000000	8
屃	0.000000	0.000000	3
葫	0.000000	0.000000	14
酃	0.000000	0.000000	1
嘈	0.000000	0.000000	29
析	0.000000	0.000000	43
墍	0.000000	0.000000	2
诹	0.000000	0.000000	4
撷	0.000000	0.000000	26
戃	0.000000	0.000000	1
泙	0.000000	0.000000	1
汊	0.000000	0.000000	2
椾	0.000000	0.000000	1
鳖	0.000000	0.000000	41
洴	0.000000	0.000000	1
扼	0.000000	0.000000	16
麇	0.000000	0.000000	8
逯	0.000000	0.000000	1
駼	0.000000	0.000000	2
莅	0.000000	0.000000	13
嫂	0.000000	0.000000	20
碓	0.000000	0.000000	20
谄	0.000000	0.000000	15
踼	0.000000	0.000000	1
胙	0.000000	0.000000	9
砢	0.000000	0.000000	6
灊	0.000000	0.000000	3
甽	0.000000	0.000000	1
蚨	0.000000	0.000000	3
肋	0.000000	0.000000	6
瞶	0.000000	0.000000	1
虮	0.000000	0.000000	6
墺	0.000000	0.000000	1
箘	0.000000	0.000000	1
骛	0.000000	0.000000	31
燧	0.000000	0.000000	29
俫	0.000000	0.000000	2
鵩	0.000000	0.000000	38
蟪	0.000000	0.000000	20
豨	0.000000	0.000000	1
蟺	0.000000	0.000000	3
呴	0.000000	0.000000	2
狴	0.000000	0.000000	8
捉	0.000000	0.000000	37
圹	0.000000	0.000000	6
黖	0.000000	0.000000	1
揆	0.000000	0.000000	25
羵	0.000000	0.000000	1
酽	0.000000	0.000000	4
菑	0.000000	0.000000	18
臧	0.000000	0.000000	29
祊	0.000000	0.000000	1
繄	0.000000	0.000000	8
戺	0.000000	0.000000	7
刜	0.000000	0.000000	6
氋	0.000000	0.000000	1
芗	0.000000	0.000000	11
祼	0.000000	0.000000	11
斓	0.000000	0.000000	16
亵	0.000000	0.000000	1
炫	0.000000	0.000000	19
綖	0.000000	0.000000	3
螓	0.000000	0.000000	5
嚭	0.000000	0.000000	3
沴	0.000000	0.000000	24
豚	0.000000	0.000000	25
脁	0.000000	0.000000	48
擿	0.000000	0.000000	4
弨	0.000000	0.000000	1
轲	0.000000	0.000000	32
檉	0.000000	0.000000	1
譊	0.000000	0.000000	7
庖	0.000000	0.000000	37
蹠	0.000000	0.000000	1
珣	0.000000	0.000000	2
甓	0.000000	0.000000	4
橡	0.000000	0.000000	27
鳷	0.000000	0.000000	25
岗	0.000000	0.000000	5
恽	0.000000	0.000000	13
瓒	0.000000	0.000000	10
茈	0.000000	0.000000	1
笭	0.000000	0.000000	3
汧	0.000000	0.000000	4
畜	0.000000	0.000000	15
荚	0.000000	0.000000	35
籹	0.000000	0.000000	2
愀	0.000000	0.000000	8
伎	0.000000	0.000000	44
臛	0.000000	0.000000	2
蟭	0.000000	0.000000	3
蘗	0.000000	0.000000	1
栾	0.000000	0.000000	23
墢	0.000000	0.000000	1
窒	0.000000	0.000000	3
毋	0.000000	0.000000	6
牺	0.000000	0.000000	29
褫	0.000000	0.000000	6
葓	0.000000	0.000000	5
哕	0.000000	0.000000	4
哮	0.000000	0.000000	20
撇	0.000000	0.000000	15
辐	0.000000	0.000000	4
忿	0.000000	0.000000	13
滕	0.000000	0.000000	21
殄	0.000000	0.000000	12
诋	0.000000	0.000000	4
潓	0.000000	0.000000	5
瑾	0.000000	0.000000	5
阬	0.000000	0.000000	1
敖	0.000000	0.000000	13
醇	0.000000	0.000000	33
葆	0.000000	0.000000	19
瓣	0.000000	0.000000	5
粽	0.000000	0.000000	6
俣	0.000000	0.000000	2
嵫	0.000000	0.000000	10
赉	0.000000	0.000000	7
髧	0.000000	0.000000	1
抝	0.000000	0.000000	1
奡	0.000000	0.000000	1
璿	0.000000	0.000000	17
蝥	0.000000	0.000000	8
枇	0.000000	0.000000	9
鴐	0.000000	0.000000	1
阏	0.000000	0.000000	14
惴	0.000000	0.000000	6
谨	0.000000	0.000000	11
兜	0.000000	0.000000	18
缰	0.000000	0.000000	18
镐	0.000000	0.000000	40
鞬	0.000000	0.000000	15
艖	0.000000	0.000000	1
鞈	0.000000	0.000000	1
襆	0.000000	0.000000	10
罘	0.000000	0.000000	27
罄	0.000000	0.000000	33
枓	0.000000	0.000000	1
巿	0.000000	0.000000	1
嫄	0.000000	0.000000	1
饷	0.000000	0.000000	39
郪	0.000000	0.000000	1
耔	0.000000	0.000000	1
餤	0.000000	0.000000	1
惄	0.000000	0.000000	3
堌	0.000000	0.000000	1
袒	0.000000	0.000000	15
菂	0.000000	0.000000	4
捄	0.000000	0.000000	1
蜕	0.000000	0.000000	36
鹜	0.000000	0.000000	26
侃	0.000000	0.000000	7
讫	0.000000	0.000000	10
粹	0.000000	0.000000	18
氓	0.000000	0.000000	35
稑	0.000000	0.000000	1
柑	0.000000	0.000000	10
矇	0.000000	0.000000	1
淘	0.000000	0.000000	31
枰	0.000000	0.000000	10
娄	0.000000	0.000000	30
蜷	0.000000	0.000000	1
睽	0.000000	0.000000	16
谳	0.000000	0.000000	1
鱏	0.000000	0.000000	1
髿	0.000000	0.000000	1
騊	0.000000	0.000000	2
蒻	0.000000	0.000000	1
些	0.000000	0.000000	44
叮	0.000000	0.000000	7
梠	0.000000	0.000000	2
旖	0.000000	0.000000	16
倨	0.000000	0.000000	3
仔	0.000000	0.000000	9
嵸	0.000000	0.000000	4
阎	0.000000	0.000000	42
齰	0.000000	0.000000	3
粜	0.000000	0.000000	3
阽	0.000000	0.000000	1
喋	0.000000	0.000000	3
衽	0.000000	0.000000	18
霢	0.000000	0.000000	9
栜	0.000000	0.000000	1
嶱	0.000000	0.000000	1
趑	0.000000	0.000000	3
俾	0.000000	0.000000	32
猢	0.000000	0.000000	1
辚	0.000000	0.000000	15
裰	0.000000	0.000000	1
祁	0.000000	0.000000	24
怏	0.000000	0.000000	14
竁	0.000000	0.000000	3
确	0.000000	0.000000	15
赶	0.000000	0.000000	1
挪	0.000000	0.000000	6
媟	0.000000	0.000000	1
榷	0.000000	0.000000	5
拓	0.000000	0.000000	34
描	0.000000	0.000000	12
窣	0.000000	0.000000	31
癃	0.000000	0.000000	2
绐	0.000000	0.000000	1
鞟	0.000000	0.000000	1
劖	0.000000	0.000000	3
鹖	0.000000	0.000000	10
谑	0.000000	0.000000	34
铇	0.000000	0.000000	1
稗	0.000000	0.000000	10
巽	0.000000	0.000000	3
湔	0.000000	0.000000	12
蠓	0.000000	0.000000	3
淦	0.000000	0.000000	2
歃	0.000000	0.000000	3
蟊	0.000000	0.000000	5
某	0.000000	0.000000	1
泚	0.000000	0.000000	13
薿	0.000000	0.000000	1
穮	0.000000	0.000000	1
瀌	0.000000	0.000000	1
驸	0.000000	0.000000	7
痼	0.000000	0.000000	6
叇	0.000000	0.000000	4
箙	0.000000	0.000000	3
篦	0.000000	0.000000	16
嬖	0.000000	0.000000	4
粤	0.000000	0.000000	31
帼	0.000000	0.000000	2
赝	0.000000	0.000000	1
薖	0.000000	0.000000	1
拌	0.000000	0.000000	4
稊	0.000000	0.000000	8
壒	0.000000	0.000000	8
颏	0.000000	0.000000	2
葹	0.000000	0.000000	4
腯	0.000000	0.000000	1
隍	0.000000	0.000000	21
糒	0.000000	0.000000	1
蛤	0.000000	0.000000	16
玫	0.000000	0.000000	21
浼	0.000000	0.000000	5
兕	0.000000	0.000000	22
餦	0.000000	0.000000	1
煴	0.000000	0.000000	4
箐	0.000000	0.000000	2
髋	0.000000	0.000000	1
凚	0.000000	0.000000	1
襜	0.000000	0.000000	38
蚌	0.000000	0.000000	47
紧	0.000000	0.000000	45
瓤	0.000000	0.000000	2
镣	0.000000	0.000000	1
喢	0.000000	0.000000	2
佷	0.000000	0.000000	1
譬	0.000000	0.000000	23
枲	0.000000	0.000000	1
燃	0.000000	0.000000	43
褊	0.000000	0.000000	20
毹	0.000000	0.000000	4
楞	0.000000	0.000000	21
悌	0.000000	0.000000	10
踍	0.000000	0.000000	1
渟	0.000000	0.000000	7
沆	0.000000	0.000000	26
晃	0.000000	0.000000	24
鋗	0.000000	0.000000	1
崧	0.000000	0.000000	3
幮	0.000000	0.000000	2
禨	0.000000	0.000000	1
盭	0.000000	0.000000	1
胱	0.000000	0.000000	1
钮	0.000000	0.000000	2
删	0.000000	0.000000	16
窱	0.000000	0.000000	2
硎	0.000000	0.000000	14
屳	0.000000	0.000000	1
騑	0.000000	0.000000	19
潏	0.000000	0.000000	17
绞	0.000000	0.000000	6
蝀	0.000000	0.000000	18
椭	0.000000	0.000000	1
旞	0.000000	0.000000	2
邕	0.000000	0.000000	34
壕	0.000000	0.000000	18
樏	0.000000	0.000000	1
焘	0.000000	0.000000	2
酙	0.000000	0.000000	1
灒	0.000000	0.000000	1
撰	0.000000	0.000000	14
駷	0.000000	0.000000	1
滁	0.000000	0.000000	3
孱	0.000000	0.000000	38
瀩	0.000000	0.000000	1
噰	0.000000	0.000000	1
猵	0.000000	0.000000	2
黼	0.000000	0.000000	20
怍	0.000000	0.000000	2
苎	0.000000	0.000000	40
皑	0.000000	0.000000	17
揠	0.000000	0.000000	2
駴	0.000000	0.000000	1
溳	0.000000	0.000000	4
睢	0.000000	0.000000	36
溲	0.000000	0.000000	1
哆	0.000000	0.000000	1
缱	0.000000	0.000000	12
拽	0.000000	0.000000	14
摛	0.000000	0.000000	16
荟	0.000000	0.000000	8
贴	0.000000	0.000000	29
煁	0.000000	0.000000	3
贳	0.000000	0.000000	34
觚	0.000000	0.000000	6
汩	0.000000	0.000000	37
霋	0.000000	0.000000	1
症	0.000000	0.000000	1
湫	0.000000	0.000000	28
硇	0.000000	0.000000	1
胚	0.000000	0.000000	7
矗	0.000000	0.000000	13
锻	0.000000	0.000000	13
彝	0.000000	0.000000	37
丕	0.000000	0.000000	15
踔	0.000000	0.000000	4
蟜	0.000000	0.000000	2
慌	0.000000	0.000000	3
榕	0.000000	0.000000	4
騃	0.000000	0.000000	11
彬	0.000000	0.000000	6
镪	0.000000	0.000000	5
緉	0.000000	0.000000	1
杆	0.000000	0.000000	7
栝	0.000000	0.000000	10
殒	0.000000	0.000000	15
喃	0.000000	0.000000	12
杻	0.000000	0.000000	1
苹	0.000000	0.000000	8
竫	0.000000	0.000000	1
匌	0.000000	0.000000	1
妹	0.000000	0.000000	43
阒	0.000000	0.000000	12
铉	0.000000	0.000000	11
纂	0.000000	0.000000	21
瓟	0.000000	0.000000	1
甍	0.000000	0.000000	43
奥	0.000000	0.000000	44
亳	0.000000	0.000000	1
楛	0.000000	0.000000	3
歜	0.000000	0.000000	1
缫	0.000000	0.000000	8
悚	0.000000	0.000000	6
芣	0.000000	0.000000	3
磈	0.000000	0.000000	3
柿	0.000000	0.000000	25
殆	0.000000	0.000000	7
躃	0.000000	0.000000	2
楗	0.000000	0.000000	4
淬	0.000000	0.000000	31
牦	0.000000	0.000000	5
搓	0.000000	0.000000	9
娼	0.000000	0.000000	17
摸	0.000000	0.000000	5
僾	0.000000	0.000000	10
愔	0.000000	0.000000	25
拈	0.000000	0.000000	46
赑	0.000000	0.000000	4
琏	0.000000	0.000000	7
漼	0.000000	0.000000	2
疼	0.000000	0.000000	7
畲	0.000000	0.000000	3
匼	0.000000	0.000000	8
镡	0.000000	0.000000	3
撅	0.000000	0.000000	4
涣	0.000000	0.000000	24
跙	0.000000	0.000000	4
孩	0.000000	0.000000	42
瘁	0.000000	0.000000	13
轫	0.000000	0.000000	3
锉	0.000000	0.000000	5
痏	0.000000	0.000000	7
玻	0.000000	0.000000	4
姱	0.000000	0.000000	1
蘸	0.000000	0.000000	35
呀	0.000000	0.000000	28
麈	0.000000	0.000000	43
僜	0.000000	0.000000	1
鲎	0.000000	0.000000	2
榈	0.000000	0.000000	7
罅	0.000000	0.000000	46
遒	0.000000	0.000000	28
畯	0.000000	0.000000	2
沪	0.000000	0.000000	2
禧	0.000000	0.000000	1
铓	0.000000	0.000000	41
桄	0.000000	0.000000	10
怔	0.000000	0.000000	1
窀	0.000000	0.000000	2
鷃	0.000000	0.000000	19
鋋	0.000000	0.000000	34
撜	0.000000	0.000000	1
嵽	0.000000	0.000000	4
杲	0.000000	0.000000	14
褵	0.000000	0.000000	18
潎	0.000000	0.000000	2
橐	0.000000	0.000000	46
蚏	0.000000	0.000000	1
镏	0.000000	0.000000	2
扎	0.000000	0.000000	4
袪	0.000000	0.000000	7
栅	0.000000	0.000000	26
姒	0.000000	0.000000	9
浚	0.000000	0.000000	30
谀	0.000000	0.000000	13
汕	0.000000	0.000000	1
廌	0.000000	0.000000	2
矾	0.000000	0.000000	1
铰	0.000000	0.000000	3
瓓	0.000000	0.000000	1
茆	0.000000	0.000000	33
藾	0.000000	0.000000	1
瘥	0.000000	0.000000	5
淀	0.000000	0.000000	5
恚	0.000000	0.000000	2
漕	0.000000	0.000000	10
赚	0.000000	0.000000	17
蕝	0.000000	0.000000	1
廨	0.000000	0.000000	13
睥	0.000000	0.000000	28
瘢	0.000000	0.000000	8
蚃	0.000000	0.000000	15
抶	0.000000	0.000000	3
鹍	0.000000	0.000000	37
镒	0.000000	0.000000	7
嫦	0.000000	0.000000	48
忲	0.000000	0.000000	1
霾	0.000000	0.000000	35
惙	0.000000	0.000000	1
漩	0.000000	0.000000	6
呙	0.000000	0.000000	1
垠	0.000000	0.000000	40
洹	0.000000	0.000000	1
灺	0.000000	0.000000	10
餫	0.000000	0.000000	1
秤	0.000000	0.000000	11
骡	0.000000	0.000000	12
贶	0.000000	0.000000	47
汐	0.000000	0.000000	2
赘	0.000000	0.000000	9
醭	0.000000	0.000000	4
耄	0.000000	0.000000	10
嵊	0.000000	0.000000	5
秧	0.000000	0.000000	12
该	0.000000	0.000000	21
貊	0.000000	0.000000	13
卤	0.000000	0.000000	41
彀	0.000000	0.000000	8
袨	0.000000	0.000000	5
虓	0.000000	0.000000	2
玷	0.000000	0.000000	37
籀	0.000000	0.000000	5
懵	0.000000	0.000000	12
弇	0.000000	0.000000	1
础	0.000000	0.000000	17
蜒	0.000000	0.000000	7
港	0.000000	0.000000	5
稔	0.000000	0.000000	49
礴	0.000000	0.000000	7
浯	0.000000	0.000000	4
慆	0.000000	0.000000	1
涎	0.000000	0.000000	33
喈	0.000000	0.000000	8
儓	0.000000	0.000000	1
搭	0.000000	0.000000	11
柁	0.000000	0.000000	13
蝴	0.000000	0.000000	47
镫	0.000000	0.000000	37
嚗	0.000000	0.000000	1
楠	0.000000	0.000000	30
伥	0.000000	0.000000	6
鞅	0.000000	0.000000	31
攸	0.000000	0.000000	43
圈	0.000000	0.000000	2
嶒	0.000000	0.000000	9
嗅	0.000000	0.000000	22
棁	0.000000	0.000000	4
瀚	0.000000	0.000000	31
扐	0.000000	0.000000	1
陡	0.000000	0.000000	6
轗	0.000000	0.000000	10
檇	0.000000	0.000000	2
嶓	0.000000	0.000000	11
繻	0.000000	0.000000	22
柞	0.000000	0.000000	6
刁	0.000000	0.000000	32
猬	0.000000	0.000000	9
暧	0.000000	0.000000	43
蒜	0.000000	0.000000	6
滍	0.000000	0.000000	1
滈	0.000000	0.000000	1
伺	0.000000	0.000000	20
凊	0.000000	0.000000	4
褴	0.000000	0.000000	3
鬻	0.000000	0.000000	23
茙	0.000000	0.000000	2
厝	0.000000	0.000000	2
戌	0.000000	0.000000	6
骣	0.000000	0.000000	2
黠	0.000000	0.000000	34
舳	0.000000	0.000000	16
缲	0.000000	0.000000	18
剞	0.000000	0.000000	1
狯	0.000000	0.000000	1
籞	0.000000	0.000000	20
眦	0.000000	0.000000	10
翥	0.000000	0.000000	37
呗	0.000000	0.000000	6
燖	0.000000	0.000000	2
獑	0.000000	0.000000	2
艮	0.000000	0.000000	8
铩	0.000000	0.000000	16
郏	0.000000	0.000000	3
妲	0.000000	0.000000	6
闉	0.000000	0.000000	28
倕	0.000000	0.000000	1
郅	0.000000	0.000000	9
庥	0.000000	0.000000	2
缡	0.000000	0.000000	3
腮	0.000000	0.000000	38
蓣	0.000000	0.000000	2
璠	0.000000	0.000000	19
麚	0.000000	0.000000	6
葑	0.000000	0.000000	18
鸀	0.000000	0.000000	3
耗	0.000000	0.000000	38
鷔	0.000000	0.000000	1
贷	0.000000	0.000000	16
咿	0.000000	0.000000	26
瓠	0.000000	0.000000	18
埇	0.000000	0.000000	1
筚	0.000000	0.000000	3
估	0.000000	0.000000	23
逅	0.000000	0.000000	30
撺	0.000000	0.000000	1
踦	0.000000	0.000000	1
歊	0.000000	0.000000	15
褕	0.000000	0.000000	12
癣	0.000000	0.000000	1
螺	0.000000	0.000000	39
纁	0.000000	0.000000	15
揵	0.000000	0.000000	1
贩	0.000000	0.000000	13
飂	0.000000	0.000000	1
搒	0.000000	0.000000	2
咂	0.000000	0.000000	4
铘	0.000000	0.000000	13
禔	0.000000	0.000000	3
薶	0.000000	0.000000	1
炽	0.000000	0.000000	26
駰	0.000000	0.000000	2
锜	0.000000	0.000000	5
坑	0.000000	0.000000	41
睒	0.000000	0.000000	6
迦	0.000000	0.000000	14
洏	0.000000	0.000000	7
澌	0.000000	0.000000	42
狁	0.000000	0.000000	3
縢	0.000000	0.000000	7
钢	0.000000	0.000000	4
呢	0.000000	0.000000	1
帩	0.000000	0.000000	3
裆	0.000000	0.000000	6
溴	0.000000	0.000000	1
觳	0.000000	0.000000	6
渍	0.000000	0.000000	42
黤	0.000000	0.000000	5
鸶	0.000000	0.000000	31
陬	0.000000	0.000000	24
郧	0.000000	0.000000	6
摭	0.000000	0.000000	7
镛	0.000000	0.000000	25
蚍	0.000000	0.000000	3
篝	0.000000	0.000000	3
粻	0.000000	0.000000	1
糵	0.000000	0.000000	18
笞	0.000000	0.000000	9
桁	0.000000	0.000000	17
聋	0.000000	0.000000	43
抖	0.000000	0.000000	9
櫑	0.000000	0.000000	1
盱	0.000000	0.000000	17
匿	0.000000	0.000000	22
韎	0.000000	0.000000	1
肚	0.000000	0.000000	10
矻	0.000000	0.000000	19
呕	0.000000	0.000000	16
昶	0.000000	0.000000	2
镕	0.000000	0.000000	2
鍧	0.000000	0.000000	3
皴	0.000000	0.000000	25
獮	0.000000	0.000000	7
褪	0.000000	0.000000	4
玑	0.000000	0.000000	42
癯	0.000000	0.000000	3
湎	0.000000	0.000000	7
迭	0.000000	0.000000	14
潠	0.000000	0.000000	1
毙	0.000000	0.000000	15
惰	0.000000	0.000000	18
驎	0.000000	0.000000	22
锹	0.000000	0.000000	1
嵲	0.000000	0.000000	4
剉	0.000000	0.000000	8
醮	0.000000	0.000000	47
矩	0.000000	0.000000	17
蔾	0.000000	0.000000	1
騕	0.000000	0.000000	24
裓	0.000000	0.000000	1
霙	0.000000	0.000000	3
埙	0.000000	0.000000	16
廪	0.000000	0.000000	32
茇	0.000000	0.000000	2
屴	0.000000	0.000000	2
澡	0.000000	0.000000	9
溓	0.000000	0.000000	2
漭	0.000000	0.000000	29
蔺	0.000000	0.000000	4
驵	0.000000	0.000000	1
鉎	0.000000	0.000000	2
螬	0.000000	0.000000	3
侄	0.000000	0.000000	38
勾	0.000000	0.000000	36
硾	0.000000	0.000000	8
赆	0.000000	0.000000	12
陉	0.000000	0.000000	11
忪	0.000000	0.000000	2
砍	0.000000	0.000000	1
頫	0.000000	0.000000	3
荞	0.000000	0.000000	6
黩	0.000000	0.000000	21
蜑	0.000000	0.000000	1
溘	0.000000	0.000000	9
縆	0.000000	0.000000	16
焮	0.000000	0.000000	3
袷	0.000000	0.000000	17
榔	0.000000	0.000000	29
襭	0.000000	0.000000	3
洼	0.000000	0.000000	28
轵	0.000000	0.000000	2
髂	0.000000	0.000000	1
邅	0.000000	0.000000	46
欧	0.000000	0.000000	15
忒	0.000000	0.000000	17
炅	0.000000	0.000000	3
蹢	0.000000	0.000000	2
彗	0.000000	0.000000	20
噏	0.000000	0.000000	1
诽	0.000000	0.000000	1
沨	0.000000	0.000000	1
萨	0.000000	0.000000	7
粪	0.000000	0.000000	31
衅	0.000000	0.000000	13
詹	0.000000	0.000000	11
鼯	0.000000	0.000000	24
胤	0.000000	0.000000	23
獓	0.000000	0.000000	1
熔	0.000000	0.000000	23
槬	0.000000	0.000000	1
蜚	0.000000	0.000000	4
暾	0.000000	0.000000	37
朐	0.000000	0.000000	3
螂	0.000000	0.000000	6
橹	0.000000	0.000000	44
闠	0.000000	0.000000	5
疽	0.000000	0.000000	3
媲	0.000000	0.000000	2
岨	0.000000	0.000000	4
弭	0.000000	0.000000	35
奄	0.000000	0.000000	20
缵	0.000000	0.000000	5
鞳	0.000000	0.000000	1
泄	0.000000	0.000000	47
撒	0.000000	0.000000	9
鞚	0.000000	0.000000	19
荜	0.000000	0.000000	30
缴	0.000000	0.000000	36
勃	0.000000	0.000000	24
笄	0.000000	0.000000	19
柅	0.000000	0.000000	1
譾	0.000000	0.000000	1
撮	0.000000	0.000000	9
溵	0.000000	0.000000	1
碾	0.000000	0.000000	46
完	0.000000	0.000000	28
绯	0.000000	0.000000	36
漻	0.000000	0.000000	2
悖	0.000000	0.000000	5
较	0.000000	0.000000	37
媮	0.000000	0.000000	1
鬒	0.000000	0.000000	3
讟	0.000000	0.000000	4
爞	0.000000	0.000000	2
棕	0.000000	0.000000	28
蝮	0.000000	0.000000	8
厉	0.000000	0.000000	48
挚	0.000000	0.000000	3
惶	0.000000	0.000000	31
籴	0.000000	0.000000	6
爝	0.000000	0.000000	3
燔	0.000000	0.000000	11
蘙	0.000000	0.000000	1
褚	0.000000	0.000000	14
现	0.000000	0.000000	23
螀	0.000000	0.000000	23
狲	0.000000	0.000000	1
悛	0.000000	0.000000	3
搂	0.000000	0.000000	1
茯	0.000000	0.000000	23
鷟	0.000000	0.000000	18
瞵	0.000000	0.000000	1
忸	0.000000	0.000000	4
佪	0.000000	0.000000	1
玦	0.000000	0.000000	15
郄	0.000000	0.000000	31
荖	0.000000	0.000000	1
蛸	0.000000	0.000000	17
菹	0.000000	0.000000	10
佺	0.000000	0.000000	6
飧	0.000000	0.000000	23
畎	0.000000	0.000000	20
绸	0.000000	0.000000	27
羯	0.000000	0.000000	32
苣	0.000000	0.000000	5
劾	0.000000	0.000000	7
缋	0.000000	0.000000	9
猊	0.000000	0.000000	5
噎	0.000000	0.000000	12
暹	0.000000	0.000000	1
謏	0.000000	0.000000	5
襹	0.000000	0.000000	1
瑊	0.000000	0.000000	3
鬘	0.000000	0.000000	4
谠	0.000000	0.000000	12
紬	0.000000	0.000000	1
哈	0.000000	0.000000	1
鲦	0.000000	0.000000	2
蚛	0.000000	0.000000	1
嵍	0.000000	0.000000	1
悁	0.000000	0.000000	6
腔	0.000000	0.000000	2
厂	0.000000	0.000000	1
酅	0.000000	0.000000	3
饼	0.000000	0.000000	33
綦	0.000000	0.000000	15
骂	0.000000	0.000000	13
菇	0.000000	0.000000	1
抃	0.000000	0.000000	31
赩	0.000000	0.000000	14
锺	0.000000	0.000000	1
鳄	0.000000	0.000000	1
攕	0.000000	0.000000	2
灸	0.000000	0.000000	8
爚	0.000000	0.000000	7
碨	0.000000	0.000000	1
欷	0.000000	0.000000	12
馗	0.000000	0.000000	1
棚	0.000000	0.000000	10
篷	0.000000	0.000000	40
蠵	0.000000	0.000000	1
觫	0.000000	0.000000	6
罻	0.000000	0.000000	2
鵊	0.000000	0.000000	4
蹁	0.000000	0.000000	4
壬	0.000000	0.000000	7
唶	0.000000	0.000000	1
槽	0.000000	0.000000	37
蹜	0.000000	0.000000	1
纆	0.000000	0.000000	6
曈	0.000000	0.000000	44
龠	0.000000	0.000000	3
酾	0.000000	0.000000	1
轾	0.000000	0.000000	1
辫	0.000000	0.000000	5
濎	0.000000	0.000000	1
翕	0.000000	0.000000	40
嗈	0.000000	0.000000	5
娜	0.000000	0.000000	39
楷	0.000000	0.000000	9
屟	0.000000	0.000000	13
枞	0.000000	0.000000	2
佾	0.000000	0.000000	15
菸	0.000000	0.000000	3
藨	0.000000	0.000000	1
鞯	0.000000	0.000000	15
阂	0.000000	0.000000	8
郯	0.000000	0.000000	2
询	0.000000	0.000000	27
躔	0.000000	0.000000	21
鸃	0.000000	0.000000	2
蜲	0.000000	0.000000	1
稿	0.000000	0.000000	7
筼	0.000000	0.000000	11
橙	0.000000	0.000000	22
